,policy_id,monthly_premium_est,insurance_tier,charges,customer_id,region_id
585,586,1136.3,Platinum,13635.64,,
586,587,498.07,Silver,5976.83,,
587,588,986.87,Platinum,11842.44,,
588,589,702.34,Gold,8428.07,,
589,590,213.87,Bronze,2566.47,,
590,591,1279.92,Platinum,15359.1,,
591,592,475.76,Silver,5709.16,,
592,593,735.33,Gold,8823.99,,
593,594,636.69,Gold,7640.31,,
594,595,466.24,Silver,5594.85,,
595,596,620.12,Gold,7441.5,,
596,597,2789.33,Diamond,33471.97,,
597,598,136.09,Bronze,1633.04,,
598,599,764.51,Gold,9174.14,,
599,600,922.54,Gold,11070.54,,
600,601,1340.43,Platinum,16085.13,,
601,602,1455.75,Platinum,17468.98,,
602,603,773.63,Gold,9283.56,,
603,604,296.55,Bronze,3558.62,,
604,605,2139.9,Diamond,25678.78,,
605,606,369.59,Silver,4435.09,,
606,607,3270.12,Diamond,39241.44,,
607,608,712.31,Gold,8547.69,,
608,609,547.63,Silver,6571.54,,
609,610,183.98,Bronze,2207.7,,
610,611,562.75,Silver,6753.04,,
611,612,156.67,Bronze,1880.07,,
612,613,3580.82,Diamond,42969.85,,
613,614,971.51,Platinum,11658.12,,
614,615,1942.21,Diamond,23306.55,,
615,616,2869.99,Diamond,34439.86,,
616,617,892.8,Gold,10713.64,,
617,618,304.95,Bronze,3659.35,,
618,619,3348.52,Diamond,40182.25,,
619,620,765.18,Gold,9182.17,,
620,621,2884.82,Diamond,34617.84,,
621,622,1010.8,Platinum,12129.61,,
622,623,311.37,Bronze,3736.46,,
623,624,562.38,Silver,6748.59,,
624,625,943.89,Gold,11326.71,,
625,626,947.16,Gold,11365.95,,
626,627,3581.96,Diamond,42983.46,,
627,628,840.49,Gold,10085.85,,
628,629,164.82,Bronze,1977.82,,
629,630,280.56,Bronze,3366.67,,
630,631,597.78,Silver,7173.36,,
631,632,782.61,Gold,9391.35,,
632,633,1200.91,Platinum,14410.93,,
633,634,225.76,Bronze,2709.11,,
634,635,2076.25,Diamond,24915.05,,
635,636,1679.11,Platinum,20149.32,,
636,637,1079.1,Platinum,12949.16,,
637,638,555.52,Silver,6666.24,,
638,639,2732.29,Diamond,32787.46,,
639,640,1095.32,Platinum,13143.86,,
640,641,372.22,Silver,4466.62,,
641,642,1567.18,Platinum,18806.15,,
642,643,845.09,Gold,10141.14,,
643,644,510.3,Silver,6123.57,,
644,645,687.69,Gold,8252.28,,
645,646,142.69,Bronze,1712.23,,
646,647,1035.91,Platinum,12430.95,,
647,648,816.74,Gold,9800.89,,
648,649,881.64,Gold,10579.71,,
649,650,690.05,Gold,8280.62,,
650,651,710.63,Gold,8527.53,,
651,652,1020.38,Platinum,12244.53,,
652,653,2055.62,Diamond,24667.42,,
653,654,284.19,Bronze,3410.32,,
654,655,338.23,Silver,4058.71,,
655,656,2199.36,Diamond,26392.26,,
656,657,1199.53,Platinum,14394.4,,
657,658,536.3,Silver,6435.62,,
658,659,1849.37,Diamond,22192.44,,
659,660,429.05,Silver,5148.55,,
660,661,94.7,Bronze,1136.4,,
661,662,2253.16,Diamond,27037.91,,
662,663,3546.7,Diamond,42560.43,,
663,664,725.29,Gold,8703.46,,
664,665,3333.61,Diamond,40003.33,,
665,666,3809.18,Diamond,45710.21,,
666,667,541.69,Silver,6500.24,,
667,668,403.13,Silver,4837.58,,
668,669,328.63,Bronze,3943.6,,
669,670,366.64,Silver,4399.73,,
670,671,515.44,Silver,6185.32,,
671,672,3850.08,Diamond,46200.99,,
672,673,601.9,Silver,7222.79,,
673,674,1040.48,Platinum,12485.8,,
674,675,3844.21,Diamond,46130.53,,
675,676,1030.3,Platinum,12363.55,,
676,677,846.4,Gold,10156.78,,
677,678,215.44,Bronze,2585.27,,
678,679,103.52,Bronze,1242.26,,
679,680,3341.99,Diamond,40103.89,,
680,681,821.96,Gold,9863.47,,
681,682,397.17,Silver,4766.02,,
682,683,937.03,Gold,11244.38,,
683,684,644.14,Gold,7729.65,,
684,685,453.23,Silver,5438.75,,
685,686,2186.38,Diamond,26236.58,,
686,687,2900.54,Diamond,34806.47,,
687,688,175.34,Bronze,2104.11,,
688,689,672.35,Gold,8068.18,,
689,690,196.85,Bronze,2362.23,,
690,691,196.08,Bronze,2352.97,,
691,692,298.17,Bronze,3578.0,,
692,693,266.77,Bronze,3201.25,,
693,694,2432.21,Diamond,29186.48,,
694,695,3356.14,Diamond,40273.65,,
695,696,914.69,Gold,10976.25,,
696,697,291.72,Bronze,3500.61,,
697,698,168.38,Bronze,2020.55,,
698,699,795.14,Gold,9541.7,,
699,700,792.03,Gold,9504.31,,
700,701,448.78,Silver,5385.34,,
701,702,744.24,Gold,8930.93,,
702,703,447.92,Silver,5375.04,,
703,704,3700.03,Diamond,44400.41,,
704,705,855.37,Gold,10264.44,,
705,706,509.44,Silver,6113.23,,
706,707,455.75,Silver,5469.01,,
707,708,143.96,Bronze,1727.54,,
708,709,842.27,Gold,10107.22,,
709,710,692.57,Gold,8310.84,,
710,711,165.37,Bronze,1984.45,,
711,712,204.79,Bronze,2457.5,,
712,713,1012.25,Platinum,12146.97,,
713,714,797.25,Gold,9566.99,,
714,715,1092.72,Platinum,13112.6,,
715,716,904.01,Gold,10848.13,,
716,717,1019.3,Platinum,12231.61,,
717,718,822.97,Gold,9875.68,,
718,719,938.71,Gold,11264.54,,
719,720,1081.61,Platinum,12979.36,,
720,721,105.27,Bronze,1263.25,,
721,722,842.18,Gold,10106.13,,
722,723,3411.04,Diamond,40932.43,,
723,724,555.39,Silver,6664.69,,
724,725,1388.14,Platinum,16657.72,,
725,726,184.8,Bronze,2217.6,,
726,727,565.11,Silver,6781.35,,
727,728,1613.5,Platinum,19362.0,,
728,729,838.78,Gold,10065.41,,
729,730,352.91,Silver,4234.93,,
730,731,787.27,Gold,9447.25,,
731,732,1167.27,Platinum,14007.22,,
732,733,798.66,Gold,9583.89,,
733,734,3368.25,Diamond,40419.02,,
734,735,290.36,Bronze,3484.33,,
735,736,3015.76,Diamond,36189.1,,
736,737,3715.46,Diamond,44585.46,,
737,738,717.04,Gold,8604.48,,
738,739,1520.54,Platinum,18246.5,,
739,740,3604.54,Diamond,43254.42,,
740,741,313.15,Bronze,3757.84,,
741,742,735.6,Gold,8827.21,,
742,743,825.86,Gold,9910.36,,
743,744,978.15,Platinum,11737.85,,
744,745,135.61,Bronze,1627.28,,
745,746,713.08,Gold,8556.91,,
746,747,255.21,Bronze,3062.51,,
747,748,1628.27,Platinum,19539.24,,
748,749,158.86,Bronze,1906.36,,
749,750,1184.21,Platinum,14210.54,,
750,751,986.15,Platinum,11833.78,,
751,752,1427.37,Platinum,17128.43,,
752,753,419.27,Silver,5031.27,,
753,754,665.48,Gold,7985.82,,
754,755,1922.12,Diamond,23065.42,,
755,756,452.39,Silver,5428.73,,
756,757,3025.65,Diamond,36307.8,,
757,758,327.15,Bronze,3925.76,,
758,759,201.41,Bronze,2416.96,,
759,760,1586.74,Platinum,19040.88,,
760,761,255.9,Bronze,3070.81,,
761,762,757.92,Gold,9095.07,,
762,763,986.89,Platinum,11842.62,,
763,764,671.9,Gold,8062.76,,
764,765,587.55,Silver,7050.64,,
765,766,1193.25,Platinum,14319.03,,
766,767,577.77,Silver,6933.24,,
767,768,2328.44,Diamond,27941.29,,
768,769,929.23,Gold,11150.78,,
769,770,1066.43,Platinum,12797.21,,
770,771,1479.04,Platinum,17748.51,,
771,772,605.14,Silver,7261.74,,
772,773,880.04,Gold,10560.49,,
773,774,582.22,Silver,6986.7,,
774,775,620.7,Gold,7448.4,,
775,776,494.53,Silver,5934.38,,
776,777,822.48,Gold,9869.81,,
777,778,1521.6,Platinum,18259.22,,
778,779,95.57,Bronze,1146.8,,
779,780,782.18,Gold,9386.16,,
780,781,2043.35,Diamond,24520.26,,
781,782,362.54,Silver,4350.51,,
782,783,534.52,Silver,6414.18,,
783,784,1061.76,Platinum,12741.17,,
784,785,159.78,Bronze,1917.32,,
785,786,434.13,Silver,5209.58,,
786,787,1121.5,Platinum,13457.96,,
787,788,471.85,Silver,5662.22,,
788,789,104.37,Bronze,1252.41,,
789,790,227.66,Bronze,2731.91,,
790,791,1766.32,Diamond,21195.82,,
791,792,600.79,Silver,7209.49,,
792,793,1525.9,Platinum,18310.74,,
793,794,355.51,Silver,4266.17,,
794,795,393.29,Silver,4719.52,,
795,796,987.34,Platinum,11848.14,,
796,797,1492.04,Platinum,17904.53,,
797,798,587.23,Silver,7046.72,,
798,799,1192.82,Platinum,14313.85,,
799,800,175.26,Bronze,2103.08,,
800,801,3232.72,Diamond,38792.69,,
801,802,151.32,Bronze,1815.88,,
802,803,644.32,Gold,7731.86,,
803,804,2373.06,Diamond,28476.73,,
804,805,178.07,Bronze,2136.88,,
805,806,94.29,Bronze,1131.51,,
806,807,275.82,Bronze,3309.79,,
807,808,784.58,Gold,9414.92,,
808,809,530.08,Silver,6360.99,,
809,810,917.81,Gold,11013.71,,
810,811,369.07,Silver,4428.89,,
811,812,465.36,Silver,5584.31,,
812,813,156.49,Bronze,1877.93,,
813,814,236.9,Bronze,2842.76,,
814,815,299.8,Bronze,3597.6,,
815,816,1950.11,Diamond,23401.31,,
816,817,4594.62,Diamond,55135.4,,
817,818,620.49,Gold,7445.92,,
818,819,223.41,Bronze,2680.95,,
819,820,135.16,Bronze,1621.88,,
820,821,684.93,Gold,8219.2,,
821,822,1043.63,Platinum,12523.6,,
822,823,1339.09,Platinum,16069.08,,
823,824,3651.16,Diamond,43813.87,,
824,825,1731.14,Diamond,20773.63,,
825,826,3299.78,Diamond,39597.41,,
826,827,509.79,Silver,6117.49,,
827,828,1116.15,Platinum,13393.76,,
828,829,438.86,Silver,5266.37,,
829,830,393.31,Silver,4719.74,,
830,831,978.66,Platinum,11743.93,,
831,832,448.12,Silver,5377.46,,
832,833,596.69,Silver,7160.33,,
833,834,366.85,Silver,4402.23,,
834,835,971.48,Platinum,11657.72,,
835,836,533.52,Silver,6402.29,,
836,837,1051.85,Platinum,12622.18,,
837,838,127.19,Bronze,1526.31,,
838,839,1027.0,Platinum,12323.94,,
839,840,3001.75,Diamond,36021.01,,
840,841,2294.49,Diamond,27533.91,,
841,842,839.34,Gold,10072.06,,
842,843,3750.75,Diamond,45008.96,,
843,844,822.72,Gold,9872.7,,
844,845,203.17,Bronze,2438.06,,
845,846,247.84,Bronze,2974.13,,
846,847,883.47,Gold,10601.63,,
847,848,3105.85,Diamond,37270.15,,
848,849,1176.64,Platinum,14119.62,,
849,850,3509.3,Diamond,42111.66,,
850,851,977.47,Platinum,11729.68,,
851,852,2008.91,Diamond,24106.91,,
852,853,156.28,Bronze,1875.34,,
853,854,3414.51,Diamond,40974.16,,
854,855,1318.17,Platinum,15817.99,,
855,856,1518.18,Platinum,18218.16,,
856,857,913.79,Gold,10965.45,,
857,858,3842.79,Diamond,46113.51,,
858,859,595.92,Silver,7151.09,,
859,860,1022.47,Platinum,12269.69,,
860,861,454.84,Silver,5458.05,,
861,862,731.87,Gold,8782.47,,
862,863,550.03,Silver,6600.36,,
863,864,95.12,Bronze,1141.45,,
864,865,964.68,Platinum,11576.13,,
865,866,1094.13,Platinum,13129.6,,
866,867,365.97,Silver,4391.65,,
867,868,704.82,Gold,8457.82,,
868,869,282.7,Bronze,3392.37,,
869,870,497.24,Silver,5966.89,,
870,871,570.75,Silver,6849.03,,
871,872,740.93,Gold,8891.14,,
872,873,224.18,Bronze,2690.11,,
873,874,2178.36,Diamond,26140.36,,
874,875,554.48,Silver,6653.79,,
875,876,523.52,Silver,6282.24,,
876,877,526.0,Silver,6311.95,,
877,878,286.92,Bronze,3443.06,,
878,879,232.42,Bronze,2789.06,,
879,880,215.49,Bronze,2585.85,,
880,881,3854.59,Diamond,46255.11,,
881,882,406.5,Silver,4877.98,,
882,883,1643.31,Platinum,19719.69,,
883,884,2268.2,Diamond,27218.44,,
884,885,439.35,Silver,5272.18,,
885,886,140.22,Bronze,1682.6,,
886,887,995.43,Platinum,11945.13,,
887,888,2444.25,Diamond,29330.98,,
888,889,603.65,Silver,7243.81,,
889,890,868.58,Gold,10422.92,,
890,891,3683.55,Diamond,44202.65,,
891,892,1129.58,Platinum,13555.0,,
892,893,1088.66,Platinum,13063.88,,
893,894,1649.84,Platinum,19798.05,,
894,895,185.13,Bronze,2221.56,,
895,896,136.21,Bronze,1634.57,,
896,897,176.45,Bronze,2117.34,,
897,898,724.07,Gold,8688.86,,
898,899,4056.13,Diamond,48673.56,,
899,900,388.44,Silver,4661.29,,
900,901,677.15,Gold,8125.78,,
901,902,1053.72,Platinum,12644.59,,
902,903,380.35,Silver,4564.19,,
903,904,403.91,Silver,4846.92,,
904,905,636.14,Gold,7633.72,,
905,906,1264.17,Platinum,15170.07,,
906,907,1458.03,Platinum,17496.31,,
907,908,219.92,Bronze,2639.04,,
908,909,2811.06,Diamond,33732.69,,
909,910,1198.56,Platinum,14382.71,,
910,911,635.58,Gold,7626.99,,
911,912,438.13,Silver,5257.51,,
912,913,206.11,Bronze,2473.33,,
913,914,1814.53,Diamond,21774.32,,
914,915,2922.45,Diamond,35069.37,,
915,916,1086.83,Platinum,13041.92,,
916,917,437.1,Silver,5245.23,,
917,918,1120.93,Platinum,13451.12,,
918,919,1121.88,Platinum,13462.52,,
919,920,457.36,Silver,5488.26,,
920,921,360.03,Silver,4320.41,,
921,922,520.87,Silver,6250.44,,
922,923,2111.11,Diamond,25333.33,,
923,924,242.8,Bronze,2913.57,,
924,925,1002.69,Platinum,12032.33,,
925,926,1122.57,Platinum,13470.8,,
926,927,524.15,Silver,6289.75,,
927,928,243.92,Bronze,2927.06,,
928,929,519.86,Silver,6238.3,,
929,930,841.41,Gold,10096.97,,
930,931,612.34,Silver,7348.14,,
931,932,389.45,Silver,4673.39,,
932,933,1019.49,Platinum,12233.83,,
933,934,2675.72,Diamond,32108.66,,
934,935,747.15,Gold,8965.8,,
935,936,192.0,Bronze,2304.0,,
936,937,790.64,Gold,9487.64,,
937,938,93.49,Bronze,1121.87,,
938,939,795.8,Gold,9549.57,,
939,940,184.79,Bronze,2217.47,,
940,941,135.71,Bronze,1628.47,,
941,942,1081.91,Platinum,12982.87,,
942,943,972.84,Platinum,11674.13,,
943,944,596.67,Silver,7160.09,,
944,945,3253.94,Diamond,39047.29,,
945,946,529.9,Silver,6358.78,,
946,947,1661.12,Platinum,19933.46,,
947,948,961.24,Platinum,11534.87,,
948,949,3955.24,Diamond,47462.89,,
949,950,377.27,Silver,4527.18,,
950,951,3249.88,Diamond,38998.55,,
951,952,1667.47,Platinum,20009.63,,
952,953,322.98,Bronze,3875.73,,
953,954,3499.96,Diamond,41999.52,,
954,955,1050.82,Platinum,12609.89,,
955,956,3419.52,Diamond,41034.22,,
956,957,2372.41,Diamond,28468.92,,
957,958,227.51,Bronze,2730.11,,
958,959,279.44,Bronze,3353.28,,
959,960,1206.22,Platinum,14474.68,,
960,961,791.71,Gold,9500.57,,
961,962,2205.59,Diamond,26467.1,,
962,963,395.53,Silver,4746.34,,
963,964,1997.28,Diamond,23967.38,,
964,965,626.5,Gold,7518.03,,
965,966,273.32,Bronze,3279.87,,
966,967,716.4,Gold,8596.83,,
967,968,891.89,Gold,10702.64,,
968,969,416.03,Silver,4992.38,,
969,970,210.65,Bronze,2527.82,,
970,971,146.61,Bronze,1759.34,,
971,972,193.55,Bronze,2322.62,,
972,973,1344.9,Platinum,16138.76,,
973,974,650.35,Gold,7804.16,,
974,975,241.91,Bronze,2902.91,,
975,976,808.72,Gold,9704.67,,
976,977,407.42,Silver,4889.04,,
977,978,2126.43,Diamond,25517.11,,
978,979,375.03,Silver,4500.34,,
979,980,1600.0,Platinum,19199.94,,
980,981,1399.7,Platinum,16796.41,,
981,982,409.59,Silver,4915.06,,
982,983,635.39,Gold,7624.63,,
983,984,700.84,Gold,8410.05,,
984,985,2361.68,Diamond,28340.19,,
985,986,376.57,Silver,4518.83,,
986,987,1214.32,Platinum,14571.89,,
987,988,281.58,Bronze,3378.91,,
988,989,595.4,Silver,7144.86,,
989,990,843.2,Gold,10118.42,,
990,991,457.04,Silver,5484.47,,
991,992,1368.37,Platinum,16420.49,,
992,993,665.54,Gold,7986.48,,
993,994,618.21,Gold,7418.52,,
994,995,1157.33,Platinum,13887.97,,
995,996,545.98,Silver,6551.75,,
996,997,438.98,Silver,5267.82,,
997,998,1446.81,Platinum,17361.77,,
998,999,2872.74,Diamond,34472.84,,
999,1000,164.41,Bronze,1972.95,,
1000,1001,1769.35,Diamond,21232.18,,
1001,1002,718.96,Gold,8627.54,,
1002,1003,369.45,Silver,4433.39,,
1003,1004,369.86,Silver,4438.26,,
1004,1005,2076.27,Diamond,24915.22,,
1005,1006,1936.79,Diamond,23241.47,,
1006,1007,829.81,Gold,9957.72,,
1007,1008,689.09,Gold,8269.04,,
1008,1009,1563.98,Platinum,18767.74,,
1009,1010,3048.36,Diamond,36580.28,,
1010,1011,730.44,Gold,8765.25,,
1011,1012,448.63,Silver,5383.54,,
1012,1013,1010.42,Platinum,12124.99,,
1013,1014,225.77,Bronze,2709.24,,
1014,1015,332.33,Bronze,3987.93,,
1015,1016,1041.27,Platinum,12495.29,,
1016,1017,2168.25,Diamond,26018.95,,
1017,1018,733.22,Gold,8798.59,,
1018,1019,2966.3,Diamond,35595.59,,
1019,1020,3517.6,Diamond,42211.14,,
1020,1021,142.59,Bronze,1711.03,,
1021,1022,714.16,Gold,8569.86,,
1022,1023,168.35,Bronze,2020.18,,
1023,1024,1370.91,Platinum,16450.89,,
1024,1025,1799.62,Diamond,21595.38,,
1025,1026,820.87,Gold,9850.43,,
1026,1027,573.16,Silver,6877.98,,
1027,1028,1806.44,Diamond,21677.28,,
1028,1029,3701.98,Diamond,44423.8,,
1029,1030,344.79,Silver,4137.52,,
1030,1031,1145.66,Platinum,13747.87,,
1031,1032,1079.17,Platinum,12950.07,,
1032,1033,1007.87,Platinum,12094.48,,
1033,1034,3123.7,Diamond,37484.45,,
1034,1035,3310.46,Diamond,39725.52,,
1035,1036,187.57,Bronze,2250.84,,
1036,1037,1874.47,Diamond,22493.66,,
1037,1038,1686.24,Platinum,20234.85,,
1038,1039,142.06,Bronze,1704.7,,
1039,1040,2789.65,Diamond,33475.82,,
1040,1041,263.45,Bronze,3161.45,,
1041,1042,949.51,Gold,11394.07,,
1042,1043,1823.4,Diamond,21880.82,,
1043,1044,610.42,Silver,7325.05,,
1044,1045,3708.45,Diamond,44501.4,,
1045,1046,299.51,Bronze,3594.17,,
1046,1047,3310.63,Diamond,39727.61,,
1047,1048,668.6,Gold,8023.14,,
1048,1049,1199.55,Platinum,14394.56,,
1049,1050,774.0,Gold,9288.03,,
1050,1051,2109.12,Diamond,25309.49,,
1051,1052,279.46,Bronze,3353.47,,
1052,1053,882.88,Gold,10594.5,,
1053,1054,689.79,Gold,8277.52,,
1054,1055,1494.11,Platinum,17929.3,,
1055,1056,206.75,Bronze,2480.98,,
1056,1057,371.89,Silver,4462.72,,
1057,1058,165.13,Bronze,1981.58,,
1058,1059,962.85,Platinum,11554.22,,
1059,1060,4080.85,Diamond,48970.25,,
1060,1061,545.68,Silver,6548.2,,
1061,1062,475.74,Silver,5708.87,,
1062,1063,587.12,Silver,7045.5,,
1063,1064,748.18,Gold,8978.19,,
1064,1065,479.78,Silver,5757.41,,
1065,1066,1195.82,Platinum,14349.85,,
1066,1067,910.74,Gold,10928.85,,
1067,1068,3322.64,Diamond,39871.7,,
1068,1069,1164.54,Platinum,13974.46,,
1069,1070,159.13,Bronze,1909.53,,
1070,1071,1008.05,Platinum,12096.65,,
1071,1072,1100.36,Platinum,13204.29,,
1072,1073,380.24,Silver,4562.84,,
1073,1074,712.61,Gold,8551.35,,
1074,1075,175.19,Bronze,2102.26,,
1075,1076,2889.35,Diamond,34672.15,,
1076,1077,1263.46,Platinum,15161.53,,
1077,1078,990.34,Platinum,11884.05,,
1078,1079,371.2,Silver,4454.4,,
1079,1080,487.99,Silver,5855.9,,
1080,1081,339.71,Silver,4076.5,,
1081,1082,1251.65,Platinum,15019.76,,
1082,1083,1585.27,Platinum,19023.26,,
1083,1084,899.7,Gold,10796.35,,
1084,1085,946.1,Gold,11353.23,,
1085,1086,812.41,Gold,9748.91,,
1086,1087,881.42,Gold,10577.09,,
1087,1088,3473.01,Diamond,41676.08,,
1088,1089,940.54,Gold,11286.54,,
1089,1090,299.29,Bronze,3591.48,,
1090,1091,2825.63,Diamond,33907.55,,
1091,1092,941.61,Gold,11299.34,,
1092,1093,380.1,Silver,4561.19,,
1093,1094,3720.1,Diamond,44641.2,,
1094,1095,139.55,Bronze,1674.63,,
1095,1096,1920.46,Diamond,23045.57,,
1096,1097,268.93,Bronze,3227.12,,
1097,1098,1398.02,Platinum,16776.3,,
1098,1099,937.78,Gold,11253.42,,
1099,1100,289.28,Bronze,3471.41,,
1100,1101,946.94,Gold,11363.28,,
1101,1102,1701.72,Diamond,20420.6,,
1102,1103,861.58,Gold,10338.93,,
1103,1104,749.01,Gold,8988.16,,
1104,1105,874.5,Gold,10493.95,,
1105,1106,242.01,Bronze,2904.09,,
1106,1107,717.11,Gold,8605.36,,
1107,1108,959.37,Platinum,11512.4,,
1108,1109,3495.77,Diamond,41949.24,,
1109,1110,2015.08,Diamond,24180.93,,
1110,1111,442.68,Silver,5312.17,,
1111,1112,199.68,Bronze,2396.1,,
1112,1113,900.62,Gold,10807.49,,
1113,1114,768.53,Gold,9222.4,,
1114,1115,3010.38,Diamond,36124.57,,
1115,1116,3190.23,Diamond,38282.75,,
1116,1117,474.45,Silver,5693.43,,
1117,1118,2847.19,Diamond,34166.27,,
1118,1119,695.6,Gold,8347.16,,
1119,1120,3888.45,Diamond,46661.44,,
1120,1121,1575.29,Platinum,18903.49,,
1121,1122,3408.68,Diamond,40904.2,,
1122,1123,1187.88,Platinum,14254.61,,
1123,1124,851.22,Gold,10214.64,,
1124,1125,486.38,Silver,5836.52,,
1125,1126,1196.53,Platinum,14358.36,,
1126,1127,144.08,Bronze,1728.9,,
1127,1128,715.19,Gold,8582.3,,
1128,1129,307.79,Bronze,3693.43,,
1129,1130,1725.75,Diamond,20709.02,,
1130,1131,832.59,Gold,9991.04,,
1131,1132,1639.44,Platinum,19673.34,,
1132,1133,923.8,Gold,11085.59,,
1133,1134,635.29,Gold,7623.52,,
1134,1135,264.69,Bronze,3176.29,,
1135,1136,308.7,Bronze,3704.35,,
1136,1137,3074.89,Diamond,36898.73,,
1137,1138,754.0,Gold,9048.03,,
1138,1139,662.88,Gold,7954.52,,
1139,1140,2259.83,Diamond,27117.99,,
1140,1141,528.17,Silver,6338.08,,
1141,1142,802.53,Gold,9630.4,,
1142,1143,940.76,Gold,11289.11,,
1143,1144,4382.57,Diamond,52590.83,,
1144,1145,188.46,Bronze,2261.57,,
1145,1146,899.33,Gold,10791.96,,
1146,1147,498.31,Silver,5979.73,,
1147,1148,183.64,Bronze,2203.74,,
1148,1149,1019.65,Platinum,12235.84,,
1149,1150,3411.77,Diamond,40941.29,,
1150,1151,469.2,Silver,5630.46,,
1151,1152,917.93,Gold,11015.17,,
1152,1153,602.35,Silver,7228.22,,
1153,1154,3310.23,Diamond,39722.75,,
1154,1155,1202.17,Platinum,14426.07,,
1155,1156,204.98,Bronze,2459.72,,
1156,1157,332.49,Bronze,3989.84,,
1157,1158,643.94,Gold,7727.25,,
1158,1159,427.02,Silver,5124.19,,
1159,1160,1580.26,Platinum,18963.17,,
1160,1161,183.4,Bronze,2200.83,,
1161,1162,596.13,Silver,7153.55,,
1162,1163,435.67,Silver,5227.99,,
1163,1164,915.21,Gold,10982.5,,
1164,1165,377.46,Silver,4529.48,,
1165,1166,389.22,Silver,4670.64,,
1166,1167,509.36,Silver,6112.35,,
1167,1168,1431.56,Platinum,17178.68,,
1168,1169,1873.22,Diamond,22478.6,,
1169,1170,924.47,Gold,11093.62,,
1170,1171,538.15,Silver,6457.84,,
1171,1172,369.49,Silver,4433.92,,
1172,1173,179.53,Bronze,2154.36,,
1173,1174,1990.64,Diamond,23887.66,,
1174,1175,541.41,Silver,6496.89,,
1175,1176,241.62,Bronze,2899.49,,
1176,1177,1612.53,Platinum,19350.37,,
1177,1178,637.56,Gold,7650.77,,
1178,1179,237.56,Bronze,2850.68,,
1179,1180,219.42,Bronze,2632.99,,
1180,1181,787.28,Gold,9447.38,,
1181,1182,1527.35,Platinum,18328.24,,
1182,1183,716.98,Gold,8603.82,,
1183,1184,3122.11,Diamond,37465.34,,
1184,1185,1153.73,Platinum,13844.8,,
1185,1186,1814.28,Diamond,21771.34,,
1186,1187,1093.89,Platinum,13126.68,,
1187,1188,443.95,Silver,5327.4,,
1188,1189,1143.79,Platinum,13725.47,,
1189,1190,1084.93,Platinum,13019.16,,
1190,1191,722.6,Gold,8671.19,,
1191,1192,344.51,Silver,4134.08,,
1192,1193,1569.89,Platinum,18838.7,,
1193,1194,2775.63,Diamond,33307.55,,
1194,1195,474.99,Silver,5699.84,,
1195,1196,532.8,Silver,6393.6,,
1196,1197,411.22,Silver,4934.7,,
1197,1198,516.56,Silver,6198.75,,
1198,1199,727.77,Gold,8733.23,,
1199,1200,171.28,Bronze,2055.32,,
1200,1201,830.34,Gold,9964.06,,
1201,1202,1518.62,Platinum,18223.45,,
1202,1203,426.38,Silver,5116.5,,
1203,1204,3075.88,Diamond,36910.61,,
1204,1205,3201.29,Diamond,38415.47,,
1205,1206,1691.4,Diamond,20296.86,,
1206,1207,1028.93,Platinum,12347.17,,
1207,1208,447.78,Silver,5373.36,,
1208,1209,1963.58,Diamond,23563.02,,
1209,1210,141.87,Bronze,1702.46,,
1210,1211,900.57,Gold,10806.84,,
1211,1212,329.67,Bronze,3956.07,,
1212,1213,1074.17,Platinum,12890.06,,
1213,1214,451.3,Silver,5415.66,,
1214,1215,338.18,Silver,4058.12,,
1215,1216,3471.8,Diamond,41661.6,,
1216,1217,628.1,Gold,7537.16,,
1217,1218,393.18,Silver,4718.2,,
1218,1219,549.46,Silver,6593.51,,
1219,1220,703.56,Gold,8442.67,,
1220,1221,2177.14,Diamond,26125.67,,
1221,1222,571.54,Silver,6858.48,,
1222,1223,399.64,Silver,4795.66,,
1223,1224,553.38,Silver,6640.54,,
1224,1225,596.83,Silver,7162.01,,
1225,1226,882.85,Gold,10594.23,,
1226,1227,994.86,Platinum,11938.26,,
1227,1228,5001.78,Diamond,60021.4,,
1228,1229,1680.61,Platinum,20167.34,,
1229,1230,1039.98,Platinum,12479.71,,
1230,1231,945.46,Gold,11345.52,,
1231,1232,709.65,Gold,8515.76,,
1232,1233,224.96,Bronze,2699.57,,
1233,1234,1204.15,Platinum,14449.85,,
1234,1235,1018.7,Platinum,12224.35,,
1235,1236,582.13,Silver,6985.51,,
1236,1237,269.87,Bronze,3238.44,,
1237,1238,3939.15,Diamond,47269.85,,
1238,1239,4131.47,Diamond,49577.66,,
1239,1240,358.02,Silver,4296.27,,
1240,1241,264.3,Bronze,3171.61,,
1241,1242,94.66,Bronze,1135.94,,
1242,1243,467.95,Silver,5615.37,,
1243,1244,758.48,Gold,9101.8,,
1244,1245,504.93,Silver,6059.17,,
1245,1246,136.16,Bronze,1633.96,,
1246,1247,3133.96,Diamond,37607.53,,
1247,1248,1554.04,Platinum,18648.42,,
1248,1249,103.46,Bronze,1241.56,,
1249,1250,1352.74,Platinum,16232.85,,
1250,1251,1319.07,Platinum,15828.82,,
1251,1252,367.93,Silver,4415.16,,
1252,1253,539.5,Silver,6474.01,,
1253,1254,953.06,Platinum,11436.74,,
1254,1255,942.16,Gold,11305.93,,
1255,1256,2505.3,Diamond,30063.58,,
1256,1257,849.81,Gold,10197.77,,
1257,1258,378.69,Silver,4544.23,,
1258,1259,273.1,Bronze,3277.16,,
